,developer,genres,name,platforms,publisher,release_date,review_date,score,user_score
0,Capcom,"Puzzle, Action",One Piece Mansion,PlayStation,Capcom,"Sep 30, 2001","Oct 12, 2001",7.3,7.1
1,Flying Lab Software,"Strategy, Real-Time",Rails Across America,PC,Strategy First,"Sep 18, 2001","Oct 11, 2001",7.6,7.4
2,Digital Eclipse,"Beat-'Em-Up, 2D, Action",X-Men: Reign of Apocalypse,Game Boy Advance,Activision,"Sep 25, 2001","Oct 11, 2001",7.1,6.9
3,Sun-Tec,"Action, 2D, Beat-'Em-Up",Final Fight One,Game Boy Advance,Capcom,"Sep 26, 2001","Oct 11, 2001",8.4,8.0
4,Arc System Works,"2D, Action, Fighting",Guilty Gear X,"Arcade Games,Dreamcast,PC,PlayStation 2","Sammy Studios, I-DreamSoft, CyberFront, Virgin Interactive","Sep 30, 2001","Oct 11, 2001",7.9,8.2
5,Paradox Development,"Fighting, Action, 3D",X-Men: Mutant Academy 2,PlayStation,"Activision, Success","Sep 17, 2001","Oct 10, 2001",8.4,8.1
6,Vicarious Visions,"2D, Action, Platformer",Spider-Man: Mysterio's Menace,Game Boy Advance,"Success, Activision","Sep 19, 2001","Oct 10, 2001",8.5,8.0
7,989 Sports,"Sports, Team-Based, Basketball, Simulation",NBA ShootOut 2002,PlayStation,SCEA,"Sep 1, 2001","Oct 10, 2001",6.1,6.5
8,"Westwood Studios, Electronic Arts","Strategy, Real-Time",Command & Conquer: Red Alert 2,PC,"Sold Out Software, Electronic Arts, Novitas, EA Games","Oct 21, 2000","Oct 10, 2001",8.5,8.7
9,Virtucraft,"Simulation, Flight",F-14 Tomcat,Game Boy Advance,"Majesco Games, THQ","Sep 2, 2001","Oct 9, 2001 ",7.2,6.9
10,Capcom,"Action, 2D, Fighting",Capcom vs. SNK 2,"Arcade Games,Dreamcast,GameCube,PlayStation 2,Xbox","Capcom, SCEA","Nov 6, 2001","Oct 9, 2001 ",7.9,8.3
11,Inland Productions,"Arcade, Driving/Racing",Arctic Thunder,"Arcade Games,PlayStation 2,Xbox",Midway,"Sep 17, 2001","Oct 9, 2001 ",3.6,5.8
12,"Sega, Smilebit","Action, Light-Gun, Shooter",The Typing of the Dead,"Arcade Games,Dreamcast,PC","Sega, Empire Interactive","Jan 23, 2001","Oct 9, 2001 ",7.5,8.2
13,Visiware Studios,"Adventure, Action",Planet of the Apes,"PC,PlayStation",Ubisoft,"Sep 19, 2001","Oct 9, 2001 ",3.1,5.0
14,Sonalysts,Simulation,Sub Command,PC,"Strategy First, Electronic Arts","Sep 12, 2001","Oct 8, 2001 ",8.4,8.1
15,"Mobius Entertainment, 3DO","Simulation, Sports, Team-Based, Baseball",High Heat Major League Baseball 2002,"Game Boy Advance,PC,PlayStation,PlayStation 2",3DO,"Mar 14, 2001","Oct 8, 2001 ",6.0,7.3
16,"Darkworks, Pocket Studios, Spiral House","Survival, 3D, Action, Adventure",Alone in the Dark: The New Nightmare,"Dreamcast,Game Boy Color,PC,PlayStation,PlayStation 2","Infogrames, Sold Out Software, CyberFront, Atari SA, Capcom, SCEA","Jun 18, 2001","Oct 8, 2001 ",6.9,7.2
17,Studio Liverpool,"Simulation, Driving/Racing",Formula One 2001,"PC,PlayStation 2","SCEE, SCEA, SCEI","Sep 24, 2001","Oct 4, 2001 ",7.2,7.1
18,Click Entertainment,"Action, Role-Playing",Throne of Darkness,PC,Sierra Entertainment,"Sep 24, 2001","Oct 4, 2001 ",7.1,7.5
19,Koei,"Strategy, Real-Time",Kessen II,PlayStation 2,"Koei, THQ, SCEA","Sep 26, 2001","Oct 4, 2001 ",7.7,8.0
20,Namco,"Action, Light-Gun, Shooter",Time Crisis II,"Arcade Games,PlayStation 2","Namco, SCEE",1998,"Oct 4, 2001 ",7.2,8.2
21,"Dynamix, Sierra Entertainment",Puzzle,The Incredible Machine: Even More Contraptions,"Macintosh,PC","VU Games, Sierra Entertainment","Aug 28, 2001","Oct 4, 2001 ",7.6,8.3
22,Moto1,"Simulation, Driving/Racing",NHRA Drag Racing Main Event,PC,ValuSoft,"Oct 4, 2001","Oct 3, 2001 ",7.6,6.6
23,Infogrames,Action,Looney Tunes: Sheep Raider,"PC,PlayStation",Infogrames,"Sep 27, 2001","Oct 3, 2001 ",5.7,8.3
24,"OutLook Entertainment, Point of View, Midway","Sports, Team-Based, Arcade, Football (American)",NFL Blitz 20-02,"Game Boy Advance,GameCube,PlayStation 2,Xbox",Midway,"Sep 17, 2001","Oct 2, 2001 ",2.6,7.4
25,Reflexive Entertainment,Action,Zax: The Alien Hunter,PC,JoWooD Entertainment AG,"Oct 9, 2001","Oct 2, 2001 ",7.5,7.3
26,Stormfront Studios,Role-Playing,Pool of Radiance: Ruins of Myth Drannor,"Macintosh,PC",Ubisoft,"Sep 28, 2001","Oct 1, 2001 ",6.3,6.3
27,Zener Works,Role-Playing,Okage: Shadow King,"PlayStation 2,PlayStation 4","SCEI, SCEA, SCEE, Sony Interactive Entertainment","Oct 1, 2001","Oct 1, 2001 ",7.8,7.7
28,Frog City Software,Strategy,Trade Empires,PC,Eidos Interactive,"Sep 17, 2001","Oct 1, 2001 ",6.8,6.8
29,"Midway, Black Box","Sports, Team-Based, Arcade, Hockey",NHL Hitz 20-02,"GameCube,PlayStation 2,Xbox",Midway,"Sep 24, 2001","Sep 28, 2001",6.7,8.2
30,Cave,"Skateboarding/Skating, Sports",Yanya Caballista: City Skater,PlayStation 2,Koei,"Oct 1, 2001","Sep 28, 2001",4.6,6.4
31,"Zonic, Pyro Studios","Strategy, Real-Time",Commandos 2: Men of Courage,"Macintosh,PC,PlayStation 2,Xbox","Feral Interactive, Eidos Interactive, Digital Game Factory, Sold Out Software","Sep 20, 2001","Sep 28, 2001",8.8,8.5
32,"Midway, Point of View, Fluent, Paradigm Entertainment, Fathammer","Arcade, Driving/Racing",Spy Hunter,"Game Boy Advance,GameCube,Macintosh,PC,PlayStation 2,Xbox,Zodiac","Midway, Aspyr","Sep 24, 2001","Sep 27, 2001",7.8,7.1
33,Graphic Simulations,"Simulation, Flight",F/A-18 Precision Strike Fighter,PC,Xicat Interactive,"Sep 26, 2001","Sep 27, 2001",4.5,6.5
34,Microids,"Simulation, Driving/Racing",Open Kart,PC,"Frogster Interactive, Microids","Sep 24, 2001","Sep 26, 2001",6.2,6.7
35,"SCE Japan Studio, Bluepoint Games","Action, Adventure",ICO,"PlayStation 2,PlayStation 3","SCEE, SCEI, SCE Australia, SCEA","Sep 24, 2001","Sep 26, 2001",8.5,8.8
36,Capcom,Action,Heavy Metal: Geomatrix,"Arcade Games,Dreamcast",Capcom,"Sep 13, 2001","Sep 26, 2001",3.4,6.7
37,Deep Red,"Strategy, Management",Monopoly Tycoon,PC,"Infogrames, ak tronic","Sep 24, 2001","Sep 25, 2001",8.5,7.7
38,"BudCat, EA Sports","Hockey, Simulation, Sports, Team-Based",NHL 2002,"Game Boy Advance,PC,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Sep 17, 2001","Sep 25, 2001",8.9,8.5
39,Sonic Team,Role-Playing,Phantasy Star Online Ver. 2,"Dreamcast,PC",Sega,"Sep 24, 2001","Sep 25, 2001",8.0,8.5
40,Daydream Software,Action,Clusterball,PC,"Virtuoso, RealNetworks","Dec 14, 2000","Sep 24, 2001",6.7,6.6
41,"Creature Labs, KCET","3D, Action, Adventure, Survival",Silent Hill 2,"PC,PlayStation 2",Konami,"Sep 24, 2001","Sep 24, 2001",7.7,8.7
42,Tecmo,Strategy,Monster Rancher 3,PlayStation 2,Tecmo,"Sep 24, 2001","Sep 21, 2001",8.4,8.1
43,"Konami, KCET","Shooter, 3D, Action, On-Rails",Silent Scope 2: Dark Silhouette,"Arcade Games,PlayStation 2",Konami,2000,"Sep 20, 2001",5.1,5.8
44,"Bits Studios, Recreational Brainware, Technopop","Action, Adventure",Spider-Man (1991),"GameGear,Genesis,Sega Master System","Flying Edge, Sega, Tec Toy","Oct 17, 1991","Sep 20, 2001",6.6,7.8
45,"Runecraft, HotGen, Gray Matter, Shaba Games",Sports,Mat Hoffman's Pro BMX,"Dreamcast,Game Boy Advance,Game Boy Color,PC,PlayStation","Activision, Success","May 14, 2001","Sep 19, 2001",7.6,7.4
46,"BudCat, EA Sports","Simulation, Sports, Team-Based, Hockey",NHL 2002,"Game Boy Advance,PC,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Sep 17, 2001","Sep 19, 2001",9.2,8.5
47,Visual Concepts,"Team-Based, Football (American), Simulation, Sports",NFL 2K2,"Dreamcast,PlayStation 2,Xbox",Sega,"Sep 19, 2001","Sep 18, 2001",9.5,8.5
48,Konami,Music/Rhythm,Dance Dance Revolution Disney Mix,PlayStation,Konami,"Sep 18, 2001","Sep 18, 2001",6.4,6.9
49,"Volition Inc., Monkeystone","Action, First-Person, Shooter, 3D",Red Faction,"Macintosh,N-Gage,PC,PlayStation 2,PlayStation 4","THQ, SCEA, Nordic Games Publishing","May 22, 2001","Sep 18, 2001",7.9,8.2
50,"Konami Computer Entertainment Hawaii, KCEO","Sports, Skateboarding/Skating",ESPN X Games Skateboarding,"Game Boy Advance,PlayStation 2",Konami,"Aug 13, 2001","Sep 17, 2001",6.7,5.5
51,Visual Concepts,Action,Ooga Booga,Dreamcast,Sega,"Sep 13, 2001","Sep 17, 2001",7.2,7.7
52,Genetic Anomalies,Card Game,WWF With Authority!,PC,THQ,"Jul 23, 2001","Sep 17, 2001",7.2,6.4
53,Namco,"Action, Role-Playing",Tales of Eternia,"PlayStation,PSP","Namco, Bandai Namco Games, Ubisoft","Sep 10, 2001","Sep 14, 2001",7.1,8.6
54,HPS Simulations,Strategy,Squad Battles: Vietnam,PC,HPS Simulations,"Aug 2, 2001","Sep 14, 2001",7.3,7.8
55,Microids,Adventure,Road to India: Between Hell and Nirvana,PC,"Microids, Frogster Interactive","Sep 16, 2001","Sep 13, 2001",7.0,7.1
56,Super X Studios,"Strategy, Real-Time",Far Gate,PC,Microids,"Sep 10, 2001","Sep 12, 2001",6.3,6.6
57,"Handheld Games, 3DO","3D, Action, Platformer",Portal Runner,"Game Boy Color,PlayStation 2",3DO,"Sep 10, 2001","Sep 12, 2001",6.7,6.1
58,Intelligent Systems,"Turn-Based, Strategy",Advance Wars,Game Boy Advance,Nintendo,"Sep 9, 2001","Sep 10, 2001",9.1,9.0
59,Nexon,"Role-Playing, MMO",Shattered Galaxy,PC,Nexon,"Aug 21, 2001","Sep 7, 2001 ",8.0,8.6
60,GameVision,"Action, Puzzle",Tang Tang,Game Boy Advance,Take-Two Interactive,"Aug 28, 2001","Sep 7, 2001 ",4.8,3.8
61,Acclaim Studios Austin,"Football (American), Simulation, Sports, Team-Based",NFL Quarterback Club 2002,"GameCube,PlayStation 2",Acclaim,"Sep 5, 2001","Sep 6, 2001 ",7.2,6.4
62,Treasure,"Action, Adventure",Stretch Panic,PlayStation 2,"Swing! Deutschland, Conspiracy Entertainment, Kadokawa Shoten, Midas Interactive Entertainment","Aug 28, 2001","Sep 6, 2001 ",7.1,6.9
63,ValuSoft,Action,Primal Prey,PC,Arush Entertainment,"Aug 14, 2001","Sep 6, 2001 ",3.9,6.3
64,"Full Fat, Z-Axis, Ltd.",Sports,Dave Mirra Freestyle BMX 2,"Game Boy Advance,GameCube,PlayStation 2,Xbox","Acclaim, Liquid Games","Aug 27, 2001","Sep 5, 2001 ",7.0,7.2
65,From Software,Simulation,Armored Core 2: Another Age,PlayStation 2,"Agetec Inc., Metro3D, From Software","Aug 20, 2001","Sep 5, 2001 ",8.0,8.1
66,Ubisoft,Role-Playing,Dragonriders: Chronicles of Pern,"Dreamcast,PC","Ubisoft, Red Storm Entertainment","Aug 9, 2001","Sep 5, 2001 ",4.9,6.3
67,Ubisoft,Role-Playing,Dragonriders: Chronicles of Pern,"Dreamcast,PC","Ubisoft, Red Storm Entertainment","Aug 9, 2001","Sep 4, 2001 ",6.2,6.3
68,Bohemia Interactive,"Action, First-Person, Shooter, Tactical",Operation Flashpoint: Cold War Crisis,"PC,Xbox","Codemasters, Mastertronic, Sold Out Software","Aug 30, 2001","Sep 4, 2001 ",8.7,8.6
69,Fireglow,Strategy,Sudden Strike,PC,"Kalypso, Eidos Interactive, Strategy First, cdv Software","Jan 23, 2001","Aug 31, 2001",5.8,7.4
70,Konami Computer Entertainment Nagoya,"Simulation, Sports, Golf",ESPN Final Round Golf 2002,Game Boy Advance,Konami,"Aug 28, 2001","Aug 30, 2001",6.9,7.3
71,Ecole,"Shooter, Action, Light-Gun",Death Crimson OX,"Dreamcast,PlayStation 2","Ecole, Sammy Studios, Play It","Aug 5, 2001","Aug 30, 2001",4.2,5.5
72,Tecmo,Sports,Gallop Racer 2001,PlayStation 2,Tecmo,"Aug 20, 2001","Aug 29, 2001",5.1,7.8
73,Metro3D,"Role-Playing, Action",Dark Angel:  Vampire Apocalypse,PlayStation 2,Metro3D,"Jul 8, 2001","Aug 29, 2001",3.9,4.1
74,Fever Pitch Studios,Strategy,Conquest: Frontier Wars,PC,"Ubisoft, Descendent Studios","Aug 14, 2001","Aug 29, 2001",8.2,8.5
75,"Treyarch, Vicarious Visions, Natsume, Activision, Edge of Reality, Neversoft Entertainment","Sports, Skateboarding/Skating",Tony Hawk's Pro Skater 2,"Dreamcast,Game Boy Advance,Game Boy Color,iOS (iPhone/iPad),Macintosh,Nintendo 64,PC,PlayStation","Activision, Success, Aspyr","Sep 20, 2000","Aug 28, 2001",9.5,8.8
76,Angel Studios,"Simulation, Driving/Racing",Test Drive Off-Road Wide Open,"PlayStation 2,Xbox",Infogrames,"Aug 24, 2001","Aug 28, 2001",7.6,7.7
77,Stardock,Action,Lightweight Ninja,PC,Stardock,"Aug 7, 2001","Aug 28, 2001",3.9,6.7
78,Visual Concepts,"Team-Based, Football (American), Simulation, Sports",NCAA College Football 2K2,Dreamcast,Sega,"Aug 29, 2001","Aug 27, 2001",8.5,8.1
79,Intelligent Systems,"Driving/Racing, Arcade",Mario Kart: Super Circuit,Game Boy Advance,"Nintendo, Gradiente","Aug 26, 2001","Aug 27, 2001",8.2,8.3
80,Liquid Edge Games,Strategy,RoboForge,PC,Liquid Edge Games,"May 14, 2001","Aug 27, 2001",7.2,7.2
81,Particle Systems,Simulation,Independence War 2: Edge of Chaos,PC,"Infogrames, Atari SA","Aug 22, 2001","Aug 24, 2001",8.9,8.6
82,"BudCat, 3d6 Games, EA Sports","Simulation, Sports, Team-Based, Football (American)",Madden NFL 2002,"Game Boy Advance,Game Boy Color,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Aug 13, 2001","Aug 24, 2001",9.3,8.1
83,Acclaim Studios Cheltenham,"Arcade, Driving/Racing",XGIII: Extreme G Racing,"GameCube,PlayStation 2","Acclaim, Acclaim Japan","Aug 21, 2001","Aug 24, 2001",8.5,8.0
84,Koei,"Turn-Based, Strategy",Saiyuki: Journey West,PlayStation,"Koei, SCEA","Aug 13, 2001","Aug 24, 2001",8.1,8.2
85,Creative Assembly,"Strategy, Turn-Based",Shogun: Total War,PC,"Electronic Arts, Sega, Square EA, ak tronic, Sold Out Software","Jun 13, 2000","Aug 24, 2001",8.5,8.5
86,"BudCat, 3d6 Games, EA Sports","Simulation, Sports, Team-Based, Football (American)",Madden NFL 2002,"Game Boy Advance,Game Boy Color,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Aug 13, 2001","Aug 24, 2001",6.7,8.1
87,WayForward,"Wrestling, Action, Fighting",WWF Betrayal,Game Boy Color,THQ,"Aug 7, 2001","Aug 23, 2001",4.9,5.3
88,JoWooD Entertainment AG,Strategy,The Nations,PC,JoWooD Entertainment AG,"Jul 16, 2001","Aug 23, 2001",6.4,8.0
89,Pipe Dream Interactive,Strategy,Fortress (2001),Game Boy Advance,Majesco Games,"Aug 13, 2001","Aug 22, 2001",6.6,7.2
90,Take-Two Interactive,Strategy,Green Berets: Powered by Myth II,"Macintosh,PC",Take-Two Interactive,"Jul 26, 2001","Aug 22, 2001",6.7,6.1
91,Wow Entertainment,"Hunting/Fishing, Sports",Sega Bass Fishing 2,Dreamcast,Sega,"Aug 21, 2001","Aug 21, 2001",8.6,7.8
92,Troika Games,Role-Playing,Arcanum: Of Steamworks and Magick Obscura,PC,"Sierra Entertainment, Activision","Aug 22, 2001","Aug 21, 2001",7.3,8.5
93,"NexTech, Capcom, TOSE","3D, Action, Adventure, Survival",Resident Evil Code: Veronica,"Dreamcast,GameCube,PlayStation 2,PlayStation 3,PlayStation 4,Xbox 360","Capcom, Eidos Interactive, Tec Toy","Feb 29, 2000","Aug 21, 2001",9.0,8.6
94,"BudCat, 3d6 Games, EA Sports","Simulation, Sports, Team-Based, Football (American)",Madden NFL 2002,"Game Boy Advance,Game Boy Color,GameCube,Nintendo 64,PC,PlayStation,PlayStation 2,Xbox","EA Sports, Electronic Arts, Electronic Arts Victor","Aug 13, 2001","Aug 20, 2001",9.2,8.1
95,Hypnotix,Trivia/Board Game,MTV Total Request Live Trivia,PC,Take-Two Interactive,"Aug 14, 2001","Aug 20, 2001",4.1,5.3
96,Blue Byte,"Management, Strategy",The Settlers: Fourth Edition,PC,"Ubisoft, ak tronic","Jul 30, 2001","Aug 17, 2001",6.4,7.7
97,"Electronics Application, Barnhouse Effect","Driving/Racing, Arcade",Gadget Racers,"Game Boy Advance,PlayStation 2","Takara, Crave, Midas Interactive Entertainment, Conspiracy Entertainment","Aug 21, 2001","Aug 16, 2001",7.4,7.0
98,Iridon Interactive AB,"2D, Action, Platformer",Akimbo: Kung-Fu Hero,PC,"Msd-Japan, Global Star Software","Jul 31, 2001","Aug 16, 2001",2.8,5.4
99,Sports Mogul,"Simulation, Sports, Team-Based, Baseball",Baseball Mogul 2002,PC,Sports Mogul,"Mar 31, 2001","Aug 16, 2001",7.3,7.4
100,Visual Concepts,"Baseball, Simulation, Sports, Team-Based",World Series Baseball 2K2,Dreamcast,Sega,August 2001,"Aug 15, 2001",7.7,7.5
101,Anim-X,Adventure,Majestic,PC,Electronic Arts,"Jul 31, 2001","Aug 15, 2001",6.7,7.3
102,"Konami Computer Entertainment Hawaii, KCEO","Skateboarding/Skating, Sports",ESPN X Games Skateboarding,"Game Boy Advance,PlayStation 2",Konami,"Aug 13, 2001","Aug 14, 2001",4.4,5.5
103,"SNK, SNK Corporation","2D, Action, Fighting",The Last Blade 2,"Arcade Games,Dreamcast,Neo-Geo CD,NeoGeo,PC,PlayStation 4,PlayStation Vita,Xbox One","SNK, Playmore, Agetec Inc., D4 Enterprise, SNK Corporation, Hamster",1998,"Aug 13, 2001",8.1,8.6
104,TalonSoft,"Strategy, Turn-Based",Divided Ground: Middle East Conflict,PC,Take-Two Interactive,"Aug 1, 2001","Aug 13, 2001",6.2,6.3
105,"Titanium Studios, Crave, Crawfish Interactive, Shaba Games",Sports,Razor Freestyle Scooter,"Dreamcast,Game Boy Advance,Game Boy Color,Nintendo 64,PlayStation","Ubisoft, Crave","Dec 11, 2000","Aug 10, 2001",6.3,6.0
